Headline,Identifier,Source,Time,Date,FDS Language,FDS Subject,Add Date,Add Time,Document Type,Time Zone,US Date,US Time,Close to Open Return (Rel),Sentiment Tag
The Procter & Gamble Company / Yacktman Asset Management LP - Company Makes Material Announcement Regarding Activist Campaign,PG-US,FSWA,11:00pm,15-Dec-17,EN,CORPS,18-Dec-17,11:10am,EXCL,EST,15-Dec-17,18:00,-0.00279,-1
Twitter - @ProcterGamble: P&amp;G Announces Certified Director Election Results and Board Actions.  Read more here: https://t.co/wHlN817Wmb https://t.co/dPSdfEcjZe,PG-US,TWTR,10:32pm,15-Dec-17,EN,COARLS,15-Dec-17,10:33pm,SM,EST,15-Dec-17,17:32,-0.00279,-1
"Twitter - @SEEKINGALPHA_FS: Procter &amp; Gamble certifies election, names Peltz to board https://t.co/6IHLDGS0F0 $PG",PG-US,TWTR,10:27pm,15-Dec-17,EN,,15-Dec-17,10:27pm,SM,EST,15-Dec-17,17:27,-0.00279,-1
Procter & Gamble announces certified director election results; appoints Nelson Peltz as a P&G Director,PG-US,SA,10:26pm,15-Dec-17,EN,"CA_GEN,CA_MGT,CORPS,HN,HOTNW,MGMT",15-Dec-17,10:26pm,SA,EST,15-Dec-17,17:26,-0.00279,-1
"PROCTER & GAMBLE Co files (8-K) Current report: Items 5.02 - Changes in Exec Management, 7.01 - Regulation FD, 9.01 - Financial Statements and Exhibits, for period end 15-Dec-17 (PG-US)",PG-US,EDG,10:22pm,15-Dec-17,EN,"8K,FILNS",15-Dec-17,10:22pm,"CO-FILNS,CR-FILNS,FILNS",EST,15-Dec-17,17:22,-0.00279,-1
"PROCTER & GAMBLE Co files (8-K/A) Current report (Amended): Item 5.07 - Submission of Matters to a Vote, for period end 10-Oct-17 (PG-US)",PG-US,EDG,10:21pm,15-Dec-17,EN,"8K,FILNS",15-Dec-17,10:21pm,"CO-FILNS,CR-FILNS,FILNS",EST,15-Dec-17,17:21,-0.00279,-1
"Pres POSADA Sells 4,866 of PROCTER & GAMBLE CO (PG)",PG-US,EDG, 9:12pm,30-Nov-17,EN,"FILNS,FORM4,INSACT",30-Nov-17, 9:12pm,"CO-FILNS,OWN-FILNS,FILNS",EST,30-Nov-17,16:12,0.00305,1
Ownership Updates: PROCTER & GAMBLE CO  COM (PG) for 30-Nov-2017,PG-US,FIO,11:05am,30-Nov-17,EN,OWNRS,30-Nov-17,12:30pm,EXCL,EST,30-Nov-17,06:05,-0.00332,-1
"Update to The Procter & Gamble Company / Trian Fund Management, L.P. Campaign - New Activist Press Release Disclosed",PG-US,FSWA,11:09pm,22-Nov-17,EN,"CORPS,MGMT",22-Nov-17,11:09pm,EXCL,EST,22-Nov-17,18:09,0.00068,1
Trian issues press release on Procter & Gamble's decision to challenge proxy vote,PG-US,SA, 2:19pm,22-Nov-17,EN,"CA_GEN,CORPS,FILNS,ON_ACT,ON_CHG,OWNRS",22-Nov-17, 2:19pm,SA,EST,22-Nov-17,09:19,-0.00297,-1
Trian Comments on Procter & Gamble's Decision to Contest the Independent Inspector's Voting Tabulation,PG-US,BW, 2:15pm,22-Nov-17,EN,COARLS,22-Nov-17, 2:15pm,PRN,EST,22-Nov-17,09:15,-0.00297,-1
Twitter - @SEEKINGALPHA_FS: Procter &amp; Gamble challenges Peltz win in expensive proxy contest https://t.co/3XxjL7wXLP #premarket $PG,PG-US,TWTR, 2:11pm,22-Nov-17,EN,,22-Nov-17, 2:11pm,SM,EST,22-Nov-17,09:11,-0.00297,-1
Follow-up: Procter & Gamble to challenge official proxy vote count electing Nelson Peltz (Trian) to board -- CNBC's David Faber citing sources,PG-US,SA, 2:08pm,22-Nov-17,EN,"FILNS,NS_PS,ON_ACT,ON_CHG,OWNRS,RU,RUMOR",22-Nov-17, 2:08pm,SA,EST,22-Nov-17,09:08,-0.00297,-1
Procter & Gamble to challenge official proxy vote count electing Nelson Peltz (Trian) to board -- CNBC's David Faber citing sources,PG-US,SA, 2:05pm,22-Nov-17,EN,"CA_GEN,CORPS,FILNS,NS_PS,ON_ACT,ON_CHG,OWNRS,RU,RUMOR",22-Nov-17, 2:05pm,SA,EST,22-Nov-17,09:05,-0.00297,-1
Ownership Updates: PROCTER & GAMBLE CO  COM (PG) for 17-Nov-2017,PG-US,FIO,10:05am,18-Nov-17,EN,OWNRS,18-Nov-17,10:17am,EXCL,EST,18-Nov-17,05:05,-0.00025,-1
Procter & Gamble Co agreed to acquire Zenlen Inc,PG-US,FFW,10:35am,17-Nov-17,EN,"CORPS,MANDA",18-Nov-17, 2:55pm,EXCL,EST,17-Nov-17,05:35,-0.00232,-1
Twitter - @Benzinga: The Latest On Nelson Peltz And The Procter &amp; Gamble Board Seat https://t.co/h448cEimTZ $PG,PG-US,TWTR, 1:20pm,16-Nov-17,EN,,16-Nov-17, 1:20pm,SM,EST,16-Nov-17,08:20,0.01495,1
Procter & Gamble may contest board election results - WSJ,PG-US,SA, 4:19am,16-Nov-17,EN,"FILNS,NS_PS,ON_ACT,ON_CHG,OWNRS,RU,RUMOR",16-Nov-17, 4:19am,SA,EST,15-Nov-17,23:19,0.01495,1
"Update to The Procter & Gamble Company / Trian Fund Management, L.P. Campaign - New Activist Press Release Disclosed",PG-US,FSWA,11:00pm,15-Nov-17,EN,"CORPS,MGMT",16-Nov-17, 8:27am,EXCL,EST,15-Nov-17,18:00,0.01495,1
"PROCTER & GAMBLE Co files (8-K) Current report: Items 7.01 - Regulation FD, 9.01 - Financial Statements and Exhibits, for period end 15-Nov-17 (PG-US)",PG-US,EDG,10:22pm,15-Nov-17,EN,"8K,FILNS",15-Nov-17,10:22pm,"CO-FILNS,CR-FILNS,FILNS",EST,15-Nov-17,17:22,0.01495,1
Trian issues press release confirming Independent Inspector's preliminary report that Nelson Peltz elected to Procter & Gamble's board,PG-US,SA,10:04pm,15-Nov-17,EN,"FILNS,ON_ACT,ON_CHG,OWNRS",15-Nov-17,10:04pm,SA,EST,15-Nov-17,17:04,0.01495,1
Twitter - @SEEKINGALPHA_FS: Procter &amp; Gamble jumps on report of Trian recount win https://t.co/8CJV7y6r1n $PG,PG-US,TWTR, 9:51pm,15-Nov-17,EN,,15-Nov-17, 9:51pm,SM,EST,15-Nov-17,16:51,0.01495,1
Procter & Gamble Co. Slide 1: Morgan Stanley Global Consumer & Retail Conference,PG-US,FCIS, 1:40pm,15-Nov-17,EN,,17-Jul-18, 6:30pm,"EVTS,EV_GEN,FILNS_TS_SL,SL",EST,15-Nov-17,08:40,0.00209,1
Procter & Gamble Co.(PG-US) Schedules Morgan Stanley Global Consumer & Retail Conference for 15-November-2017 8:40 AM ET,PG-US,FCST, 9:42pm,09-Nov-17,EN,EVTS,09-Nov-17, 9:42pm,"EVTS,EV_ME,FILNS_TS_TR",EST,09-Nov-17,16:42,0.00412,1
PROCTER & GAMBLE COMPANY (THE) - Notice - regulated information,PG-US,LUX, 7:49am,07-Nov-17,EN,"COARLS,FILNS",07-Nov-17, 8:01am,FILNS,EST,07-Nov-17,02:49,-0.00049,-1
"PROCTER & GAMBLE Co files (8-K) Current report: Items 8.01 - Other Events, 9.01 - Financial Statements and Exhibits, for period end 25-Oct-17 (PG-US)",PG-US,EDG, 9:36pm,25-Oct-17,EN,"8K,FILNS",25-Oct-17, 9:36pm,"CO-FILNS,CR-FILNS,FILNS",EDT,25-Oct-17,17:36,0.00265,1
"PROCTER & GAMBLE Co files (8-K) Current report: Items 8.01 - Other Events, 9.01 - Financial Statements and Exhibits, for period end 25-Oct-17 (PG-US)",PG-US,EDG, 9:13pm,25-Oct-17,EN,"8K,FILNS",25-Oct-17, 9:13pm,"CO-FILNS,CR-FILNS,FILNS",EDT,25-Oct-17,17:13,0.00265,1
"CALLSTREET REPORT: Procter & Gamble Co.(PG-US), Q1 2018 Earnings Call, 20-October-2017 8:30 AM ET",PG-US,FCST,12:58am,21-Oct-17,EN,"ERNS,EVTS",21-Oct-17,12:58am,,EDT,20-Oct-17,20:58,0.00319,1
"PROCTER & GAMBLE Co files (10-Q) Basic quarterly filing, for period end 30-Sep-17 (PG-US)",PG-US,EDG, 9:10pm,20-Oct-17,EN,"10Q,FILNS",20-Oct-17, 9:10pm,"CO-FILNS,INT-FILNS,FILNS",EDT,20-Oct-17,17:10,0.00319,1
"CORRECTED TRANSCRIPT: Procter & Gamble Co.(PG-US), Q1 2018 Earnings Call, 20-October-2017 8:30 AM ET",PG-US,FCST, 8:58pm,20-Oct-17,EN,"ERNS,EVTS",20-Oct-17, 8:58pm,,EDT,20-Oct-17,16:58,0.00319,1
Twitter - @ProcterGamble: COMING UP: Listen live to our Q1 FY18 $PG #Earnings webcast at 8:30am ET https://t.co/uq3g2MbEJE https://t.co/e1r0wVVGsX,PG-US,TWTR, 1:24pm,20-Oct-17,EN,COARLS,20-Oct-17, 1:24pm,SM,EDT,20-Oct-17,09:24,-0.0225,-1
Twitter - @ProcterGamble: JUST IN: $PG releases results for Q1 FY18 #Earnings: https://t.co/v2dyjVDmbJ https://t.co/zbC02gY3Vt,PG-US,TWTR, 1:22pm,20-Oct-17,EN,COARLS,20-Oct-17, 1:22pm,SM,EDT,20-Oct-17,09:22,-0.0225,-1
Twitter - @SEEKINGALPHA_FS: Light profit guidance from Procter &amp; Gamble https://t.co/kjDXNrhg9v #premarket $PG,PG-US,TWTR, 1:03pm,20-Oct-17,EN,,20-Oct-17, 1:04pm,SM,EDT,20-Oct-17,09:03,-0.0225,-1
CORRECTION: Procter & Gamble reports Q1 adjusted gross margin 51.2% vs. consensus 51.6%,PG-US,SA,12:14pm,20-Oct-17,EN,,20-Oct-17,12:14pm,SA,EDT,20-Oct-17,08:14,-0.0225,-1
"PROCTER & GAMBLE Co files (8-K) Current report: Items 2.02 - Results of Operations, 9.01 - Financial Statements and Exhibits, for period end 20-Oct-17 (PG-US)",PG-US,EDG,12:05pm,20-Oct-17,EN,"8K,FILNS",20-Oct-17,12:06pm,"CO-FILNS,CR-FILNS,FILNS",EDT,20-Oct-17,08:05,-0.0225,-1
StreetAccount Metrics Recap - Procter & Gamble Q1 Earnings,PG-US,SA,12:04pm,20-Oct-17,EN,ERNS,20-Oct-17,12:04pm,SA,EDT,20-Oct-17,08:04,-0.0225,-1
Procter & Gamble reports Q1 EPS $1.09 ex-items vs FactSet $1.08,PG-US,SA,12:02pm,20-Oct-17,EN,"ERNS,HOTNW",20-Oct-17,12:02pm,SA,EDT,20-Oct-17,08:02,-0.0225,-1
"Twitter - @SEEKINGALPHA_FS: Procter &amp; Gamble beats by $0.01, misses on revenue https://t.co/s92eJrn9G0 #premarket $PG",PG-US,TWTR,12:01pm,20-Oct-17,EN,,20-Oct-17,12:01pm,SM,EDT,20-Oct-17,08:01,-0.0225,-1
Ownership Updates: PROCTER & GAMBLE CO  COM (PG) for 19-Oct-2017,PG-US,FIO,10:45am,20-Oct-17,EN,OWNRS,20-Oct-17,11:40am,EXCL,EDT,20-Oct-17,06:45,-0.0225,-1
"The Procter & Gamble Company / NorthStar Asset Management, Inc. - Company Makes Material Announcement Regarding Activist Campaign",PG-US,FSWA,11:00pm,16-Oct-17,EN,CORPS,17-Oct-17, 8:03am,EXCL,EDT,16-Oct-17,19:00,-0.00089,-1
"The Procter & Gamble Company / Heartland Initiative, Inc. - Company Makes Material Announcement Regarding Activist Campaign",PG-US,FSWA,11:00pm,16-Oct-17,EN,CORPS,17-Oct-17, 8:03am,EXCL,EDT,16-Oct-17,19:00,-0.00089,-1
The Procter & Gamble Company / California State Teachers' Retirement System - Company Makes Material Announcement Regarding Activist Campaign,PG-US,FSWA,11:00pm,16-Oct-17,EN,CORPS,17-Oct-17, 8:03am,EXCL,EDT,16-Oct-17,19:00,-0.00089,-1
"The Procter & Gamble Company / Trian Fund Management, L.P. - Company Makes Material Announcement Regarding Proxy Fight",PG-US,FSWA,11:00pm,16-Oct-17,EN,"CORPS,MGMT",17-Oct-17, 8:03am,EXCL,EDT,16-Oct-17,19:00,-0.00089,-1
"PROCTER & GAMBLE Co files (8-K) Current report: Item 5.07 - Submission of Matters to a Vote, for period end 10-Oct-17 (PG-US)",PG-US,EDG,10:15pm,16-Oct-17,EN,"8K,FILNS",16-Oct-17,10:15pm,"CO-FILNS,CR-FILNS,FILNS",EDT,16-Oct-17,18:15,-0.00089,-1
WSJ's Heard on the Street column is negative on Procter & Gamble,PG-US,SA, 6:29am,11-Oct-17,EN,,11-Oct-17, 6:29am,SA,EDT,11-Oct-17,02:29,-0.00578,-1
Peltz to continue pressuring Procter & Gamble despite losing board seat - WSJ,PG-US,SA, 4:08am,11-Oct-17,EN,,11-Oct-17, 4:08am,SA,EDT,11-Oct-17,00:08,-0.00578,-1
"CORRECTED TRANSCRIPT: Procter & Gamble Co.(PG-US), Annual General Meeting, 10-October-2017 9:00 AM ET",PG-US,FCST,11:56pm,10-Oct-17,EN,EVTS,10-Oct-17,11:56pm,,EDT,10-Oct-17,19:56,-0.00578,-1
"PROCTER & GAMBLE Co files (8-K) Current report: Items 7.01 - Regulation FD, 9.01 - Financial Statements and Exhibits, for period end 10-Oct-17 (PG-US)",PG-US,EDG, 8:56pm,10-Oct-17,EN,"8K,FILNS",10-Oct-17, 8:56pm,"CO-FILNS,CR-FILNS,FILNS",EDT,10-Oct-17,16:56,-0.00578,-1
"The Procter & Gamble Company / Trian Fund Management, L.P. - Company Makes Material Announcement Regarding Proxy Fight",PG-US,FSWA, 8:41pm,10-Oct-17,EN,"CORPS,MGMT",10-Oct-17, 8:41pm,EXCL,EDT,10-Oct-17,16:41,-0.00578,-1
The Procter & Gamble Company / California State Teachers' Retirement System - Company Makes Material Announcement Regarding Activist Campaign,PG-US,FSWA, 8:41pm,10-Oct-17,EN,CORPS,10-Oct-17, 8:41pm,EXCL,EDT,10-Oct-17,16:41,-0.00578,-1
The Procter & Gamble Company / Yacktman Asset Management LP - Company Makes Material Announcement Regarding Activist Campaign,PG-US,FSWA, 8:41pm,10-Oct-17,EN,CORPS,10-Oct-17, 8:41pm,EXCL,EDT,10-Oct-17,16:41,-0.00578,-1
PROCTER & GAMBLE Co files (DEFA14A) Definitive additional proxy soliciting materials (PG-US),PG-US,EDG, 8:02pm,10-Oct-17,EN,"DEFPROXIES,FILNS",10-Oct-17, 8:02pm,"CO-FILNS,MF-FILNS,PROX-FILNS,FILNS",EDT,10-Oct-17,16:02,-0.00578,-1
Twitter - @SEEKINGALPHA_FS: Procter &amp; Gamble faces cliffhanger in shareholder vote over Peltz proxy https://t.co/VPA2ttmzdU $PG,PG-US,TWTR, 8:08am,10-Oct-17,EN,,10-Oct-17, 8:08am,SM,EDT,10-Oct-17,04:08,0.00065,1
Activist wants Procter & Gamble to focus on smaller niche - WSJ,PG-US,SA, 6:17am,09-Oct-17,EN,,09-Oct-17, 6:17am,SA,EDT,09-Oct-17,02:17,-0.00005,-1
"Update to The Procter & Gamble Company / Trian Fund Management, L.P. Campaign - New Activist Press Release Disclosed",PG-US,FSWA,10:55pm,06-Oct-17,EN,"CORPS,MGMT",06-Oct-17,10:55pm,EXCL,EDT,06-Oct-17,18:55,-0.00005,-1
PROCTER & GAMBLE Co files (DEFA14A) Definitive additional proxy soliciting materials (PG-US),PG-US,EDG,10:31pm,06-Oct-17,EN,"DEFPROXIES,FILNS",06-Oct-17,10:31pm,"CO-FILNS,MF-FILNS,PROX-FILNS,FILNS",EDT,06-Oct-17,18:31,-0.00005,-1
PROCTER & GAMBLE Co files (DFAN14A) Definitive additional proxy soliciting materials filed by non-management (PG-US),PG-US,EDG,10:02pm,06-Oct-17,EN,"DEFPROXIES,FILNS",06-Oct-17,10:02pm,"CO-FILNS,MF-FILNS,PROX-FILNS,FILNS",EDT,06-Oct-17,18:02,-0.00005,-1
PROCTER & GAMBLE Co files (DEFA14A) Definitive additional proxy soliciting materials (PG-US),PG-US,EDG, 9:31pm,06-Oct-17,EN,"DEFPROXIES,FILNS",06-Oct-17, 9:31pm,"CO-FILNS,MF-FILNS,PROX-FILNS,FILNS",EDT,06-Oct-17,17:31,-0.00005,-1
Major holder CalSTRS to support Nelson Peltz (Trian) for Procter & Gamble Board,PG-US,SA,12:44am,06-Oct-17,EN,"CORPS,FILNS,MGMT,OWNRS",06-Oct-17,12:44am,SA,EDT,05-Oct-17,20:44,0.00149,1
The Procter & Gamble Company / California State Teachers' Retirement System - Campaign to Support Dissident Group in Proxy Fight Announced,PG-US,FSWA,11:00pm,05-Oct-17,EN,CORPS,06-Oct-17,10:14am,EXCL,EDT,05-Oct-17,19:00,0.00149,1
Procter & Gamble Co.(PG-US) Schedules Q1 2018 Earnings Call for 20-October-2017 8:30 AM ET,PG-US,FCST, 9:26pm,05-Oct-17,EN,"ERNS,EVTS",05-Oct-17, 9:26pm,,EDT,05-Oct-17,17:26,0.00149,1
PROCTER & GAMBLE Co files (DFAN14A) Definitive additional proxy soliciting materials filed by non-management (PG-US),PG-US,EDG,11:03am,05-Oct-17,EN,"DEFPROXIES,FILNS",05-Oct-17,11:03am,"CO-FILNS,MF-FILNS,PROX-FILNS,FILNS",EDT,05-Oct-17,07:03,-0.00047,-1
"The Procter & Gamble Company / Heartland Initiative, Inc. - Activist Campaign to Vote For a Stockholder Proposal Announced",PG-US,FSWA,11:00pm,04-Oct-17,EN,CORPS,05-Oct-17, 7:48pm,EXCL,EDT,04-Oct-17,19:00,-0.00047,-1
PROCTER & GAMBLE Co files (DFAN14A) Definitive additional proxy soliciting materials filed by non-management (PG-US),PG-US,EDG,10:25pm,04-Oct-17,EN,"DEFPROXIES,FILNS",04-Oct-17,10:25pm,"CO-FILNS,MF-FILNS,PROX-FILNS,FILNS",EDT,04-Oct-17,18:25,-0.00047,-1
PROCTER & GAMBLE Co files (DFAN14A) Definitive additional proxy soliciting materials filed by non-management (PG-US),PG-US,EDG,10:23pm,04-Oct-17,EN,"DEFPROXIES,FILNS",04-Oct-17,10:23pm,"CO-FILNS,MF-FILNS,PROX-FILNS,FILNS",EDT,04-Oct-17,18:23,-0.00047,-1
PROCTER & GAMBLE Co files (PX14A6G) Registrant sending written material to shareholders (PG-US),PG-US,EDG,10:18pm,04-Oct-17,EN,"FILNS,PREPROXIES",04-Oct-17,10:18pm,"CO-FILNS,MF-FILNS,PROX-FILNS,FILNS",EDT,04-Oct-17,18:18,-0.00047,-1
PROCTER & GAMBLE Co files (DEFA14A) Definitive additional proxy soliciting materials (PG-US),PG-US,EDG,10:06pm,04-Oct-17,EN,"DEFPROXIES,FILNS",04-Oct-17,10:06pm,"CO-FILNS,MF-FILNS,PROX-FILNS,FILNS",EDT,04-Oct-17,18:06,-0.00047,-1
PROCTER & GAMBLE Co files (DEFA14A) Definitive additional proxy soliciting materials (PG-US),PG-US,EDG, 9:55pm,04-Oct-17,EN,"DEFPROXIES,FILNS",04-Oct-17, 9:55pm,"CO-FILNS,MF-FILNS,PROX-FILNS,FILNS",EDT,04-Oct-17,17:55,-0.00047,-1
PROCTER & GAMBLE Co files (DEFA14A) Definitive additional proxy soliciting materials (PG-US),PG-US,EDG, 9:41pm,04-Oct-17,EN,"DEFPROXIES,FILNS",04-Oct-17, 9:41pm,"CO-FILNS,MF-FILNS,PROX-FILNS,FILNS",EDT,04-Oct-17,17:41,-0.00047,-1
PROCTER & GAMBLE Co files (DEFA14A) Definitive additional proxy soliciting materials (PG-US),PG-US,EDG, 8:29pm,04-Oct-17,EN,"DEFPROXIES,FILNS",04-Oct-17, 8:29pm,"CO-FILNS,MF-FILNS,PROX-FILNS,FILNS",EDT,04-Oct-17,16:29,-0.00047,-1
PROCTER & GAMBLE Co files (DEFA14A) Definitive additional proxy soliciting materials (PG-US),PG-US,EDG, 8:25pm,04-Oct-17,EN,"DEFPROXIES,FILNS",04-Oct-17, 8:25pm,"CO-FILNS,MF-FILNS,PROX-FILNS,FILNS",EDT,04-Oct-17,16:25,-0.00047,-1
"CORRECTED TRANSCRIPT: Procter & Gamble Co.(PG-US), Shareholders' Meeting, 3-October-2017 2:30 PM ET",PG-US,FCST, 1:52am,04-Oct-17,EN,EVTS,04-Oct-17, 1:52am,"EVTS,EV_GEN,FILNS_TS_TR",EDT,03-Oct-17,21:52,0.00043,1
PROCTER & GAMBLE Co files (DFAN14A) Definitive additional proxy soliciting materials filed by non-management (PG-US),PG-US,EDG,10:10pm,03-Oct-17,EN,"DEFPROXIES,FILNS",03-Oct-17,10:10pm,"CO-FILNS,MF-FILNS,PROX-FILNS,FILNS",EDT,03-Oct-17,18:10,0.00043,1
P&G to Webcast Presentation from the Procter & Gamble 2017 Annual Meeting of Shareholders October 10,PG-US,BW, 9:05pm,03-Oct-17,EN,"COARLS,EVTS,EV_GEN",03-Oct-17, 9:05pm,PRN,EDT,03-Oct-17,17:05,0.00043,1
PROCTER & GAMBLE Co files (DEFA14A) Definitive additional proxy soliciting materials (PG-US),PG-US,EDG, 9:47pm,02-Oct-17,EN,"DEFPROXIES,FILNS",02-Oct-17, 9:47pm,"CO-FILNS,MF-FILNS,PROX-FILNS,FILNS",EDT,02-Oct-17,17:47,0.00159,1
PROCTER & GAMBLE Co files (DEFA14A) Definitive additional proxy soliciting materials (PG-US),PG-US,EDG, 9:45pm,02-Oct-17,EN,"DEFPROXIES,FILNS",02-Oct-17, 9:45pm,"CO-FILNS,MF-FILNS,PROX-FILNS,FILNS",EDT,02-Oct-17,17:45,0.00159,1
PROCTER & GAMBLE Co files (DEFA14A) Definitive additional proxy soliciting materials (PG-US),PG-US,EDG, 9:14pm,02-Oct-17,EN,"DEFPROXIES,FILNS",02-Oct-17, 9:14pm,"CO-FILNS,MF-FILNS,PROX-FILNS,FILNS",EDT,02-Oct-17,17:14,0.00159,1
PROCTER & GAMBLE Co files (DEFA14A) Definitive additional proxy soliciting materials (PG-US),PG-US,EDG, 9:05pm,02-Oct-17,EN,"DEFPROXIES,FILNS",02-Oct-17, 9:05pm,"CO-FILNS,MF-FILNS,PROX-FILNS,FILNS",EDT,02-Oct-17,17:05,0.00159,1
PROCTER & GAMBLE Co files (DEFA14A) Definitive additional proxy soliciting materials (PG-US),PG-US,EDG, 9:05pm,02-Oct-17,EN,"DEFPROXIES,FILNS",02-Oct-17, 9:05pm,"CO-FILNS,MF-FILNS,PROX-FILNS,FILNS",EDT,02-Oct-17,17:05,0.00159,1
PROCTER & GAMBLE Co files (DFAN14A) Definitive additional proxy soliciting materials filed by non-management (PG-US),PG-US,EDG,11:21am,02-Oct-17,EN,"DEFPROXIES,FILNS",02-Oct-17,11:21am,"CO-FILNS,MF-FILNS,PROX-FILNS,FILNS",EDT,02-Oct-17,07:21,0.00235,1
PROCTER & GAMBLE Co files (DFAN14A) Definitive additional proxy soliciting materials filed by non-management (PG-US),PG-US,EDG,11:16am,02-Oct-17,EN,"DEFPROXIES,FILNS",02-Oct-17,11:16am,"CO-FILNS,MF-FILNS,PROX-FILNS,FILNS",EDT,02-Oct-17,07:16,0.00235,1
PROCTER & GAMBLE Co files (DFAN14A) Definitive additional proxy soliciting materials filed by non-management (PG-US),PG-US,EDG,10:31pm,29-Sep-17,EN,"DEFPROXIES,FILNS",29-Sep-17,10:31pm,"CO-FILNS,MF-FILNS,PROX-FILNS,FILNS",EDT,29-Sep-17,18:31,0.00235,1
PROCTER & GAMBLE Co files (DEFA14A) Definitive additional proxy soliciting materials (PG-US),PG-US,EDG,10:18pm,29-Sep-17,EN,"DEFPROXIES,FILNS",29-Sep-17,10:18pm,"CO-FILNS,MF-FILNS,PROX-FILNS,FILNS",EDT,29-Sep-17,18:18,0.00235,1
PROCTER & GAMBLE Co files (DFAN14A) Definitive additional proxy soliciting materials filed by non-management (PG-US),PG-US,EDG,10:14pm,29-Sep-17,EN,"DEFPROXIES,FILNS",29-Sep-17,10:14pm,"CO-FILNS,MF-FILNS,PROX-FILNS,FILNS",EDT,29-Sep-17,18:14,0.00235,1
PROCTER & GAMBLE Co files (DFAN14A) Definitive additional proxy soliciting materials filed by non-management (PG-US),PG-US,EDG,10:14pm,29-Sep-17,EN,"DEFPROXIES,FILNS",29-Sep-17,10:14pm,"CO-FILNS,MF-FILNS,PROX-FILNS,FILNS",EDT,29-Sep-17,18:14,0.00235,1
PROCTER & GAMBLE Co files (DEFA14A) Definitive additional proxy soliciting materials (PG-US),PG-US,EDG,10:10pm,29-Sep-17,EN,"DEFPROXIES,FILNS",29-Sep-17,10:10pm,"CO-FILNS,MF-FILNS,PROX-FILNS,FILNS",EDT,29-Sep-17,18:10,0.00235,1
Procter & Gamble responds to ISS's recommendation that it add Nelson Peltz to the board,PG-US,SA, 9:55pm,29-Sep-17,EN,"CORPS,FILNS,OWNRS",29-Sep-17, 9:55pm,SA,EDT,29-Sep-17,17:55,0.00235,1
PROCTER & GAMBLE Co files (DEFA14A) Definitive additional proxy soliciting materials (PG-US),PG-US,EDG, 9:43pm,29-Sep-17,EN,"DEFPROXIES,FILNS",29-Sep-17, 9:43pm,"CO-FILNS,MF-FILNS,PROX-FILNS,FILNS",EDT,29-Sep-17,17:43,0.00235,1
PROCTER & GAMBLE Co files (DEFA14A) Definitive additional proxy soliciting materials (PG-US),PG-US,EDG, 8:27pm,29-Sep-17,EN,"DEFPROXIES,FILNS",29-Sep-17, 8:27pm,"CO-FILNS,MF-FILNS,PROX-FILNS,FILNS",EDT,29-Sep-17,16:27,0.00235,1
ISS recommends Procter & Gamble shareholders add Nelson Peltz (Trian) to board -- WSJ,PG-US,SA, 8:04pm,29-Sep-17,EN,"FILNS,OWNRS",29-Sep-17, 8:04pm,SA,EDT,29-Sep-17,16:04,0.00235,1
PROCTER & GAMBLE Co files (DEFA14A) Definitive additional proxy soliciting materials (PG-US),PG-US,EDG,10:23pm,28-Sep-17,EN,"DEFPROXIES,FILNS",28-Sep-17,10:23pm,"CO-FILNS,MF-FILNS,PROX-FILNS,FILNS",EDT,28-Sep-17,18:23,0.00092,1
PROCTER & GAMBLE Co files (DEFA14A) Definitive additional proxy soliciting materials (PG-US),PG-US,EDG,10:18pm,28-Sep-17,EN,"DEFPROXIES,FILNS",28-Sep-17,10:18pm,"CO-FILNS,MF-FILNS,PROX-FILNS,FILNS",EDT,28-Sep-17,18:18,0.00092,1
PROCTER & GAMBLE Co files (DFAN14A) Definitive additional proxy soliciting materials filed by non-management (PG-US),PG-US,EDG, 9:59pm,28-Sep-17,EN,"DEFPROXIES,FILNS",28-Sep-17, 9:59pm,"CO-FILNS,MF-FILNS,PROX-FILNS,FILNS",EDT,28-Sep-17,17:59,0.00092,1
PROCTER & GAMBLE Co files (DEFA14A) Definitive additional proxy soliciting materials (PG-US),PG-US,EDG, 8:41pm,28-Sep-17,EN,"DEFPROXIES,FILNS",28-Sep-17, 8:41pm,"CO-FILNS,MF-FILNS,PROX-FILNS,FILNS",EDT,28-Sep-17,16:41,0.00092,1
PROCTER & GAMBLE Co files (DEFA14A) Definitive additional proxy soliciting materials (PG-US),PG-US,EDG, 8:26pm,28-Sep-17,EN,"DEFPROXIES,FILNS",28-Sep-17, 8:26pm,"CO-FILNS,MF-FILNS,PROX-FILNS,FILNS",EDT,28-Sep-17,16:26,0.00092,1
PROCTER & GAMBLE Co files (DEFA14A) Definitive additional proxy soliciting materials (PG-US),PG-US,EDG,10:20pm,26-Sep-17,EN,"DEFPROXIES,FILNS",26-Sep-17,10:20pm,"CO-FILNS,MF-FILNS,PROX-FILNS,FILNS",EDT,26-Sep-17,18:20,-0.00398,-1
PROCTER & GAMBLE Co files (DEFA14A) Definitive additional proxy soliciting materials (PG-US),PG-US,EDG,10:05pm,26-Sep-17,EN,"DEFPROXIES,FILNS",26-Sep-17,10:05pm,"CO-FILNS,MF-FILNS,PROX-FILNS,FILNS",EDT,26-Sep-17,18:05,-0.00398,-1
